4731	3	637
18059	7	2959
17609	21	5491
7597	1	383
24285	55	1057
2891	83	2715
14131	13	581
25601	31	16749
3789	1	103
11999	5	779
14555	1	133
5307	1	17
4939	11	1285
5339	1	89
15491	43	1921
19383	1	2473
13981	13	2337
4193	11	997
17813	3	1241
5875	5	4421
4273	1	219
27661	15	9221
8329	5	1287
5091	11	831
3867	9	67
2493	35	24385
7833	1	5
12379	1	1497
24809	101	6045
24221	7	4637
22955	103	1111
12357	21	1747
10801	23	3473
1529	9	1643
6629	7	7097
16725	3	1
19077	17	4347
15411	13	2795
13991	5	669
22759	3	28507
3431	11	83
19127	3	901
7505	13	865
22183	3	1717
4049	11	111
13913	1	589
21869	13	1361
24197	25	1459
14679	29	1131
21657	13	1487
4565	33	1841
23283	3	459
16659	7	5593
2467	1	943
3861	9	323
6331	15	1741
8789	1	3305
4139	3	2953
12307	19	1059
12509	1	239
3925	5	885
7111	1	1509
16597	1	829
3121	11	93
3931	11	315
24465	25	8809
3263	1	37
14035	21	3451
20941	57	559
21845	87	1687
2383	11	347
1677	9	5
5463	1	17
7065	1	963
5615	3	737
18783	87	1687
7429	29	1769
18181	73	717
7393	1	337
3903	5	491
5473	19	757
8491	1	831
17577	1	99
16365	191	3225
4879	1	745
15001	1	4515
4599	11	755
15021	5	85
7785	95	7781
6529	9	59
7435	3	3563
21379	93	1141
6795	1	5409
18251	7	3983
5093	5	231
19679	45	1725
10445	7	2841
13585	1	677
9785	3	1351
10225	1	969
12723	19	11699
17425	1	377
10149	35	4105
2309	9	115
11289	7	2569
10215	7	5375
6775	13	189
3215	29	1105
8919	15	175
11173	1	963
4829	35	811
15545	31	4907
2255	1	339
17669	15	571
1667	145	3033
14879	7	2327
3449	11	41
25779	3	3083
4113	1	253
9009	13	989
6737	1	1661
12497	1	1001
9919	5	395
19017	7	2387
6689	1	1621
17785	15	453
6411	1	2307
19777	7	9719
11077	1	3595
4255	5	607
26849	3	539
7519	7	3471
7327	3	429
15131	13	1843
14949	23	1419
3879	11	335
17805	1	1675
23281	23	1801
15299	3	2645
11235	1	303
2751	89	2965
8295	1	379
2311	11	129
15675	1	309
5123	3	1877
5601	5	129
5937	1	1055
11325	21	713
20785	13	507
22461	17	2011
4269	1	55
3661	9	31
4803	1	285
14511	1	685
12545	1	27
18481	67	713
16193	13	1417
9899	3	639
2563	11	945
9033	5	2465
10485	7	3371
7867	5	213
21743	7	8885
10379	1	875
7409	7	14029
17039	17	1857
10741	1	7
1895	9	285
7161	1	83
4845	1	1353
11841	15	103
17217	53	291
10383	67	805
3919	7	1657
9303	7	1293
27479	3	1241
14347	1	541
18173	7	3067
445	49	5773
16655	29	1131
2329	11	1789
983	3	1337
2497	1	265
15667	15	1923
4939	11	65
16095	7	6473
3787	1	603
14865	7	3179
5499	1	785
8289	1	1183
12793	1	9
3361	11	685
12365	25	14969
9661	1	2365
8969	37	2897
14701	1	1815
5281	5	887
4017	1	503
13417	15	211
15393	1	135
5601	9	549
12467	5	859
14153	15	751
7667	1	407
3607	27	1637
9679	31	5617
16805	13	447
11397	1	635
6135	1	415
13519	63	5455
18973	3	16163
4153	7	1645
5041	1	405
12283	43	189
12311	21	4083
27953	3	15297
3691	3	1
18397	7	3621
7201	17	449
3077	9	611
4655	37	6713
281	49	3069
14387	7	5891
6427	1	727
6295	1	589
9083	1	6343
27895	65	1241
15657	1	3
13395	5	1847
22111	17	1725
17515	1	2453
3605	9	525
10529	35	2965
8457	3	1229
3725	13	2295
25479	31	10459
9953	29	1427
7663	1	999
6843	3	473
4673	1	671
5353	5	615
5335	35	373
12501	35	811
3593	5	1335
1765	11	553
9303	37	2157
5987	1	83
22349	1	101
17757	21	1189
2791	11	2367
19425	3	2243
4703	5	991
2565	11	95
13827	5	231
2191	33	313
17057	7	1415
2567	1	49
22477	3	15617
23959	3	17527
13055	43	889
16685	27	1025
27853	7	2169
5225	11	31
26093	17	1633
12255	185	401
9521	13	1153
22071	7	8941
4715	3	449
8415	13	1299
10411	25	2789
5255	5	501
3697	1	207
21629	39	605
6137	9	793
5049	1	1403
2501	35	3279
11659	1	329
2277	9	243
24721	7	2449
7443	9	1711
20631	45	3273
16645	5	747
2027	9	755
10273	19	10047
18667	15	461
22837	3	2213
25827	17	1171
10515	5	525
4247	1	847
4615	1	579
9923	7	2387
15695	21	2579
17629	13	2389
7907	5	131
25331	205	20331
21977	7	2727
23547	17	4895
6217	15	951
25747	87	1781
18575	21	2271
29857	3	2575
5869	13	1221
14711	23	2005
18131	1	663
1601	11	601
6109	5	231
7891	15	267
2145	9	503
2277	9	463
2317	9	1879
10399	1	3415
1693	5	1335
18667	1	461
3493	9	197
2947	81	2211
2253	9	2471
9131	35	331
25179	43	1929
28869	59	995
21551	39	605
9527	5	691
7409	29	659
10817	3	1
9693	13	1125
14779	7	8353
5859	47	5161
849	89	249
4507	5	455
23521	7	5257
6907	1	751
2037	9	635
26557	3	2075
10025	15	481
8827	1	139
4405	3	1337
13437	1	545
4681	7	1873
13899	19	675
5079	1	159
6493	13	1303
3459	15	721
15295	37	2771
6101	15	159
1245	9	111
9257	1	589
7335	11	197
23105	23	1395
7043	13	665
8383	5	501
16241	1	197
6605	11	6707
3773	1	663
8839	5	289
2755	1	115
22847	21	3603
12041	5	1063
9509	3	1
22857	7	2693
13101	5	67
17295	1	561
10881	5	29
6147	1	105
12323	21	2553
1493	11	3829
7213	1	893
13333	1	1079
4703	15	277
6987	1	673
6389	3	1653
6157	3	87
1151	3	2055
6125	1	37
9573	3	639
9787	1	2001
8017	13	1153
1277	11	7299
1029	1	215
1889	1	893
28435	3	1363
10581	1	2223
16407	27	1751
6145	13	1615
8839	1	161
4097	3	1489
4787	1	421
16615	1	49
5097	1	2783
6003	29	10201
1889	1	339
8487	1	1205
16245	5	441
11159	5	2189
21693	17	837
8511	13	759
9461	1	219
11061	1	149
9177	1	121
7013	1	843
14891	7	1565
13475	13	5193
11351	1	575
22723	51	1603
5735	1	1183
24435	5	669
11851	5	395
4259	1	279
19069	3	3237
5865	7	781
5033	13	189
14927	7	1479
5223	3	1175
3167	9	177
25283	103	1111
9471	3	2719
19771	21	1445
6583	9	203
8555	35	2109
10021	1	101
9609	1	7
13643	1	79
11575	1	945
19829	15	91
12167	1	1377
13473	3	1351
12697	13	2637
4203	33	4683
1903	11	789
4075	3	1121
12447	73	5775
21141	37	8001
4239	11	893
7437	9	157
29747	3	2241
8573	1	563
2233	33	2015
2117	15	39
15555	1	955
7181	1	37
23257	45	3687
12041	3	87
22071	7	5183
4911	9	343
12595	1	135
8059	1	9
12757	5	765
24481	85	1127
24517	3	591
9235	9	663
6935	31	1713
12453	3	1
7895	1	283
12961	21	1559
24103	17	539
23683	21	2377
16101	5	2595
21119	51	9113
17563	15	37
5833	3	8557
26139	3	1967
11497	1	41
3439	1	1999
8907	5	363
19291	21	5347
7601	7	3983
4643	1	197
3839	11	165
9933	1	139
16031	7	6961
4727	1	251
12355	19	3005
5887	15	1071
8033	1	481
2757	9	223
4403	1	317
10325	7	1005
4091	35	2529
3181	9	9
3433	1	337
14925	7	4805
6665	11	121
7115	15	1333
14199	3	679
4929	13	447
18755	31	5879
1029	11	149
5163	47	5161
26579	39	14739
18723	7	5817
11949	15	1879
11681	1	247
8519	1	1183
8861	7	8215
7641	1	117
11721	1	83
20157	39	2007
7835	1	673
19367	69	551
4537	1	151
28527	23	3275
17575	1	1007
8599	3	639
14141	15	383
29629	17	11991
26993	57	3331
27845	39	8323
23373	3	2981
20259	13	2721
18645	1	297
25185	1	203
1491	9	207
4361	13	907
3831	33	489
2469	11	469
21107	55	1363
4625	9	431
4973	1	389
15387	1	3753
17537	3	16389
3561	1	2783
4025	9	2003
14541	37	5877
10049	13	507
28223	87	1781
8925	1	265
17981	7	4539
21051	23	1733
18511	7	3371
11577	9	1355
87	123	1289
8359	13	1299
17059	29	10201
2351	33	3463
14657	1	3305
6273	1	55
21529	1	651
8701	43	497
4801	9	177
29405	67	849
14083	21	681
18913	3	5705
5741	1	253
4633	1	777
17659	11	795
8843	31	6001
14773	13	413
12293	1	25
2927	1	1549
2111	11	63
1539	11	185
9925	7	3401
12673	5	1123
2751	77	423
7495	1	13
3609	23	33
3355	11	1547
18121	7	1931
9625	15	2361
5863	47	2419
5623	1	37
19897	3	1041
15563	1	1933
2963	35	799
1101	49	5119
11083	31	1713
5521	1	527
11697	13	2621
14217	1	1339
9369	31	4595
11941	3	4899
7981	1	17
19277	3	1343
10985	1	1061
4013	1	771
12777	25	4381
5541	1	433
25703	49	5649
8947	1	1093
10715	13	759
22427	13	69
10821	19	1105
3993	3	1139
6635	1	199
23711	1	279
4297	9	391
6277	1	545
9687	27	809
13929	5	455
16425	5	241
2047	11	29
25377	15	221
13503	143	17529
17487	15	41
7645	7	1315
2913	9	1837
2255	9	255
15849	3	3777
7813	1	775
7893	5	395
9467	1	103
26273	3	24635
5603	1	173
14709	7	2091
2195	11	541
7165	27	2417
12207	1	1823
24025	177	4827
7833	1	677
8551	7	781
11847	1	253
4167	1	545
27103	1	6613
9533	1	689
23451	7	13641
1765	9	13
13239	7	2605
25057	23	2079
9489	5	455
11431	19	3863
23073	3	797
3499	11	655
5241	3	1009
3879	5	67
9621	19	169
22395	17	1533
7071	1	1093
6223	1	565
10929	1	2001
6831	9	1301
8181	15	27
7555	1	27
10535	5	965
4035	3	1
6141	1	2857
6039	15	2051
13215	5	235
3627	9	311
9067	19	983
10999	3	3237
8087	3	87
3295	1	45
3951	9	451
14913	7	627
14441	9	1517
11239	1	171
10713	1	709
23199	41	1763
5573	53	69
2023	11	847
16523	3	587
6199	1	359
9479	53	69
11705	7	1415
12895	3	11693
11671	19	1083
11339	13	907
16327	1	1269
5583	7	3883
20447	21	1347
9573	1	1193
15095	7	2689
8671	7	1275
18447	27	109
8335	3	495
20349	135	3257
15599	99	25045
16919	15	1617
17677	41	883
28879	17	791
2625	1	515
3167	9	125
10245	7	2327
19797	3	1379
23237	19	1427
4525	1	1087
2945	1	795
21623	3	493
9765	1	261
4563	11	851
9283	1	25
2315	9	513
17543	5	691
12779	3	4797
10149	23	33
16329	9	11051
2915	9	951
11937	1	603
4835	15	41
4667	5	3183
13681	1	325
15217	157	10149
15395	1	701
3655	9	427
17237	85	1679
24007	65	3569
11359	13	4553
18165	21	2363
12893	1	17745
5021	1	217
11755	13	4045
10401	1	1933
10769	3	9289
11569	13	889
7587	1	7
8127	3	1351
4611	1	1425
3329	47	4205
14555	3	953
20483	17	24025
10453	1	137
9717	13	917
6047	35	373
9645	7	4183
12393	1	4515
25281	45	2043
13419	15	13
4185	15	215
9337	15	355
20661	21	1477
5983	1	1329
11345	13	987
4881	1	477
3543	1	21
8133	3	10455
2399	9	165
14131	13	189
13043	1	2001
19071	3	9985
12127	19	3005
12385	1	663
19887	23	13293
13991	3	1341
10039	5	1323
4097	5	47
14365	7	10415
10949	27	411
23567	3	459
3545	17	473
9087	29	3619
8967	25	2447
5523	11	1281
2921	5	2503
1623	9	197
9185	15	1833
10487	9	997
11355	23	33
12569	1	1145
1313	1	223
10685	1	221
2343	11	589
12963	21	1189
3377	1	37
11797	25	757
10521	1	343
6695	1	577
5087	1	421
22295	21	7223
5369	1	687
7899	5	213
15333	7	9823
5701	9	789
2785	11	1543
17737	29	1565
6027	1	2453
5613	11	1273
8365	19	8899
1313	17	505
11499	13	917
14427	1	343
19405	7	7593
8347	13	909
2285	9	277
9683	19	1059
6751	9	227
15927	23	3467
21745	71	19487
17949	3	14169
11631	5	347
15329	5	241
10309	1	225
6643	1	1001
12591	1	2247
14177	1	329
12435	1	51
22545	1	3963
7629	5	1323
4157	1	159
6827	17	2357
4255	1	127
19041	17	1631
2399	9	205
12343	11	1911
25175	17	4679
5	49	473
3181	9	157
7895	1	957
19887	47	16051
12587	13	507
12433	1	1805
3955	1	309
6813	1	217
15249	1	1095
22231	7	2219
9327	13	2621
3697	1	35
21995	87	1687
12175	1	415
10385	9	2817
6645	11	3
11161	1	17
5949	13	1307
11129	1	1401
12753	5	857
6229	15	89
9341	1	4517
6057	13	1487
2757	9	287
18071	7	1275
26599	3	1229
19537	59	995
12425	25	6363
27587	3	2953
4319	1	923
8699	1	323
1561	9	293
5551	27	1751
5575	117	1519
12723	25	1949
16337	3	11
1891	9	3957
6029	1	53
4741	1	535
22283	3	1
19761	7	11333
13973	15	1663
24859	3	13683
7221	1	133
7709	1	619
15725	7	2487
2807	1	17
19451	3	9651
3291	35	301
3647	9	377
6369	1	751
143	49	2061
18471	93	949
4879	9	745
19681	123	493
7143	1	1855
2483	11	1411
9677	29	2345
4157	3	1
6171	1	285
11399	1	65
9665	7	1213
3291	35	313
11971	19	5359
2533	11	417
7599	7	5399
9833	3	1
8077	11	67
23187	1	3491
4867	7	7557
28781	3	2709
1245	9	1067
13871	1	133
13425	15	2393
2469	9	469
12801	63	1545
25355	29	1983
8619	1	2685
21835	45	2645
13233	1	183
3049	1	25
10039	1	211
5967	1	393
4629	3	1267
2607	11	125
4909	1	27
7771	5	107
3793	1	561
8755	9	353
2657	9	1217
10361	15	325
11369	33	12115
8055	5	163
29345	39	4555
4993	11	421
9879	53	861
4387	9	1285
7375	1	59
20903	21	1577
2797	3	1595
4663	35	373
22801	21	7319
12539	1	4425
20329	17	2161
2737	5	733
25565	21	1477
7209	33	2015
14981	7	2387
14551	1	51
7015	9	1073
22587	1	375
24265	31	2671
23703	1	225
5937	11	25
26395	69	2951
8167	1	611
29309	39	10179
6895	15	339
8543	15	119
6279	1	187
9903	1	81
5229	1	77
28875	17	1167
5957	1	197
21435	17	2543
17487	1	1101
7619	9	2817
10297	1	419
2631	11	12817
16437	5	29
18953	17	6979
5027	29	3619
16963	93	1141
10231	15	687
10707	1	1163
13415	7	8133
20705	3	1231
3051	9	243
15257	7	6939
2705	11	1461
14043	5	1583
3309	127	3721
10869	1	105
8637	1	1555
11881	1	17
18585	13	519
7639	19	2235
20479	17	1587
22915	41	883
2313	3	3247
6779	1	123
3153	11	35
13821	9	663
24717	135	3257
1709	81	6401
13677	19	3705
20407	19	9101
6211	37	3731
11475	27	357
11377	1	863
17807	1	2175
12423	7	4641
6917	1	25
8565	3	1651
8877	9	195
7059	7	2917
4127	1	217
2835	9	99
11609	1	2279
25521	13	447
2923	23	5275
17085	43	2623
13195	21	1173
5945	1	2163
9751	1	1999
5769	13	705
6787	31	1953
14063	71	5329
1975	33	799
71	49	1343
11637	1	649
15959	29	2429
12765	1	565
8077	9	945
1783	51	2413
2865	11	1263
6783	1	655
13933	3	401
7391	1	1309
9691	13	2249
11627	31	4303
24919	39	2009
25723	55	5649
29675	59	2717
17049	23	33
21815	3	3819
5915	15	103
18161	25	4275
4215	5	1043
25253	3	1175
13329	27	109
7377	1	223
25361	69	12129
2763	1	609
8355	25	1523
5045	1	417
13805	1	657
1969	15	7
17451	7	4181
2023	11	185
5619	9	1787
9575	1	913
12217	1	1635
9081	5	607
10285	43	413
12065	1	255
7753	1	145
10601	3	791
7697	7	1293
27347	95	7219
4273	1	1183
6079	7	4917
12161	27	357
17177	3	1
17273	1	77
2187	9	1085
5351	15	103
12659	7	3343
723	49	4971
11245	7	10997
6639	1	279
8257	17	591
2463	81	2883
5619	9	3
8373	25	7451
23159	3	1363
5943	11	1349
9869	1	21
10103	1	1183
5737	5	213
12613	1	3163
15355	13	917
9593	7	5647
23301	3	897
15383	27	2417
9337	1	13
7867	15	305
13165	5	1255
16207	7	2169
16167	25	1565
4959	7	2169
9523	5	1785
26145	49	11293
22293	13	1921
8273	5	455
21189	17	797
5541	11	419
14449	1	1061
20909	29	23305
5021	1	601
6731	1	309
7431	13	69
22883	23	1467
13525	101	521
20723	7	4313
18007	21	12657
27773	3	1423
10735	7	3395
1889	11	43
24109	3	2401
4307	1	73
9067	21	823
11609	1	5313
2321	1	159
14135	21	9125
22115	3	15617
29215	75	5171
23393	1	351
22891	81	24369
11599	1	89
6033	1	105
8723	1	297
13975	1	1115
22575	61	6133
16169	7	5593
19637	57	1119
3295	1	121
15529	3	1045
20271	17	791
20479	3	1139
2283	11	141
27909	3	1499
7925	15	375
6095	3	1
10989	13	1221
20505	1	2217
8795	9	911
18405	67	1629
3695	9	335
2281	9	103
8611	27	715
6179	21	627
23873	7	2557
2975	9	203
13137	7	1931
13873	1	83
9669	31	5617
12291	1	27
13837	1	135
14627	1	79
6469	13	1031
8155	3	2261
24467	21	2167
19209	7	2155
9639	1	81
13307	37	6055
9763	9	43
15193	13	1759
15165	35	3157
11601	1	159
3367	33	2099
1829	11	139
5437	1	3149
10561	13	543
15077	1	269
24401	55	1139
10139	3	783
15455	7	5337
6655	1	103
17333	7	3497
3709	1	557
21325	1	259
7165	27	109
22023	17	5427
5481	25	3503
4795	13	1019
13143	25	1427
1889	3	505
4617	5	2503
10089	1	59
15529	53	113
15449	45	2423
11331	3	1537
24093	3	1013
26077	57	2203
3453	11	195
8225	1	193
3459	1	1183
9637	25	5083
17991	7	2605
7113	1	4431
15689	21	5099
7583	7	1005
9219	1	481
6397	1	619
8895	125	1025
5599	11	443
21883	3	3635
9793	1	755
10477	7	2605
13179	1	1233
12075	15	3
5487	1	73
1701	11	4063
4025	9	1205
15125	3	17571
9649	1	4243
3167	11	545
22307	31	3759
11305	13	367
5063	1	643
10695	31	12629
13469	7	2449
17923	1	25699
2737	11	733
6021	1	467
6831	5	457
26913	23	1295
22129	1	499
6869	15	439
4665	169	6395
3285	1	1071
24927	61	8607
14957	7	5249
9847	1	83
6605	11	871
8165	1	77
8719	1	57
20567	23	1467
11663	5	273
12553	13	1021
7815	1	1497
4871	1	585
6453	1	13
27627	17	735
1	145	3033
21781	67	4635
14393	13	705
19741	45	1013
26437	41	2181
5423	1	121
11463	13	1527
4395	1	1159
15139	5	85
23397	3	919
10757	1	253
5963	27	233
7187	1	951
24857	17	5419
3263	3	1175
821	17	815
14093	3	1351
22975	41	1763
19037	51	4179
15821	187	3285
6725	11	171
24069	1	403
26211	23	5689
9369	21	1305
18415	53	1165
7807	1	137
10099	5	2465
24209	37	9253
6611	13	693
11215	5	129
7379	1	303
3771	11	1329
5829	3	87
14315	1	2741
17143	13	1755
17781	3	1431
9901	1	891
22367	3	4963
7505	13	517
2381	11	243
5477	25	3533
7679	3	1
9895	37	4675
4287	15	181
9013	5	429
6969	17	1431
4931	15	97
16083	23	5385
17665	1	141
25731	3	13729
15183	3	8927
22789	29	659
6159	11	661
8261	27	1155
18287	67	5565
7015	9	851
18009	7	6015
9953	7	12415
4051	1	3
8577	1	171
6553	25	3259
7947	13	1759
27227	39	10179
6071	1	127
15739	3	23841
11803	3	1591
12723	7	3809
18075	7	1645
10761	5	2095
5853	11	205
21965	49	5459
29731	3	2953
12287	1	309
18113	31	4595
17021	31	14487
9819	1	839
10989	13	1031
29307	39	3477
8529	21	331
17621	7	4181
1699	11	439
10229	1	417
11853	3	1317
14891	25	1565
3421	1	5435
8827	1	631
20697	3	2401
16511	1	6711
23777	17	13783
24091	3	1167
20013	7	4183
1903	9	335
6877	3	1717
20357	7	2091
10887	7	9941
12251	27	257
3019	5	241
14355	3	1877
17307	1	247
4061	15	57
6591	5	31
19645	61	3529
16439	29	2547
20701	1	197
7535	13	1249
9551	13	573
7305	1	873
3355	9	1547
10141	3	1877
21373	17	1973
18541	7	5231
29317	105	8499
23605	17	855
10701	37	4675
8989	23	3467
21507	1	1673
20879	29	9809
10245	7	4977
5015	63	1289
5029	9	2453
2765	11	3177
24959	69	4213
10225	1	349
7465	1	135
2317	9	481
29873	17	13729
10309	1	1797
4671	1	259
2583	9	29
4355	9	147
3205	15	509
11615	1	167
2835	11	335
9757	1	3
8693	3	10863
19483	17	4055
8343	13	705
12881	1	1905
6283	1	71
3811	1	229
2913	11	561
4075	1	139
12147	1	761
22411	17	13523
3833	9	1617
22515	13	1901
2199	9	185
3771	1	703
27165	1	1055
3433	11	2373
8173	37	8183
25049	3	12149
24473	31	10315
13115	15	133
14657	1	825
7585	47	641
21659	1	479
6647	9	143
19255	45	1499
9231	1	751
20971	87	17641
28147	3	4065
3853	1	223
3313	9	2695
11479	1	20183
7067	3	1
27697	3	20859
1699	9	35
27351	41	3589
17245	5	491
11393	13	517
5289	1	223
4433	11	343
6563	5	245
26331	23	1295
2909	29	971
2757	1	535
7631	1	303
5101	1	2173
4919	1	123
1969	9	231
15245	1	123
12365	21	3603
14453	1	1441
7269	7	2089
1553	11	2391
7311	5	457
8723	1	183
20469	3	1973
3695	9	513
5771	13	1303
8917	13	2385
10413	1	695
6027	1	755
21135	1	1403
13689	19	1443
5059	1	611
8035	1	2125
6223	5	47
5353	5	241
9405	29	1015
3075	9	2131
11055	125	3817
5733	1	839
3799	1	877
28117	3	3115
18067	7	4977
21927	23	763
6515	15	225
4247	1	435
14047	3	1717
5245	7	1239
27579	3	867
17531	21	2771
12667	7	2723
20453	63	3781
6423	1	293
5051	1	59
11955	21	3451
13977	3	11
10137	3	2265
12227	19	13897
15319	1	335
8663	13	497
2283	11	2173
4717	1	281
2317	9	127
4735	1	325
20959	7	8075
15513	21	3603
21759	17	1195
6739	1	2473
5473	25	757
9829	1	1107
10351	1	427
4717	3	583
9747	1	269
6791	9	1933
11555	5	29
3993	1	3161
23549	3	2075
7987	1	3443
22419	1	259
9707	5	365
4991	1	225
17003	87	1781
8423	1	191
16691	7	8437
7535	13	1615
12633	1	1663
7677	1	13
9901	1	431
13089	31	6001
3437	33	2015
23621	7	2689
24489	45	4623
7029	1	111
6305	11	343
6293	5	289
7703	1	79
8959	19	331
28179	127	1407
15589	65	2261
3547	9	9
3553	11	553
7521	5	4421
14713	25	2269
5447	1	23
1897	1	137
3487	1	255
12887	1	841
5071	1	785
22169	3	2981
2803	11	975
13247	5	455
6981	1	227
4823	1	55
15673	1	81
26303	23	4475
15511	7	17101
13459	15	1075
11213	29	1931
12597	3	2999
10721	1	269
23591	39	17859
10275	7	8571
17471	7	8413
29007	7	2837
6543	13	12791
16833	91	15079
6371	1	695
5213	11	769
21467	89	20655
12019	23	8837
3113	5	31
2909	19	5359
19589	47	1841
9371	1	89
14247	5	525
5363	19	4445
21289	3	1
9555	1	663
18331	1	77
8225	5	1345
8463	15	319
1897	9	435
9591	15	361
17063	25	4465
6879	1	719
29823	3	1317
2461	9	25
10243	7	2119
21477	41	883
26713	39	6765
4981	1	119
22727	51	8763
1993	117	5805
9417	1	263
22291	1	963
18415	13	367
14447	67	2603
1573	11	243
7937	1	63
23431	7	3855
8997	21	5867
6059	1	415
10893	1	299
9541	1	1643
18101	7	2841
1567	5	779
8579	23	1147
12019	33	811
2281	9	1283
7041	13	447
27171	13	1615
12393	1	567
25513	5	2263
14423	1	49
5063	1	3531
6221	1	211
975	49	667
7799	1	351
21535	13	14727
6537	1	2185
11719	1	247
7353	13	907
7997	9	251
11189	1	629
13855	1	2873
7455	11	1039
9795	1	17
8755	1	597
1485	9	1815
14075	19	995
6403	25	971
2477	9	201
4361	13	4357
18193	13	537
6209	3	2907
20579	3	4773
2847	9	17
29923	39	10177
8333	35	2643
5801	19	2933
7743	5	1435
15207	27	257
22321	37	3243
17235	1	579
25121	67	1867
25545	17	881
15433	15	181
6885	5	457
1491	9	943
9493	1	731
10941	19	5359
3517	11	51
25475	27	1025
6717	1	155
20485	65	16353
6869	15	345
12141	1	71
10139	11	671
9851	1	193
6503	1	105
5307	15	12839
